PRISM Time Series Data
Location:  Lat: 35.3667   Lon: -101.3947   Elev: 3458ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2008-01-01 - 2020-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-Jul-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2011-10-25,0.00,50.4,67.2,84.0,40.5,4.31,31.87
2011-10-26,0.00,45.4,65.7,86.0,35.6,2.88,37.07
2011-10-27,0.70,32.0,43.0,54.0,35.2,0.02,6.99
2011-10-28,0.48,29.8,35.4,41.0,31.4,0.06,2.68
2011-10-29,0.00,30.2,43.2,56.2,31.0,0.31,10.47
2011-10-30,0.00,35.1,50.7,66.3,38.4,0.50,14.05
2011-10-31,0.00,38.6,50.8,62.9,31.3,1.74,14.30
2011-11-01,0.00,39.5,56.7,73.9,35.4,1.85,22.17
2011-11-02,0.00,39.0,60.0,80.9,36.7,1.79,30.73
2011-11-03,0.00,21.8,32.7,43.6,28.3,0.16,3.60
2011-11-04,0.00,21.1,37.9,54.6,19.7,0.46,11.11
2011-11-05,0.00,29.8,46.8,63.8,20.8,1.72,16.22
2011-11-06,0.00,35.0,51.1,67.3,24.9,2.87,17.52
2011-11-07,0.00,34.8,50.5,66.3,23.4,2.45,19.08
2011-11-08,0.20,40.3,46.6,52.8,43.1,0.07,3.86
2011-11-09,0.00,30.3,37.8,45.3,34.4,0.00,2.40
2011-11-10,0.00,27.3,39.0,50.7,24.7,0.56,8.58
2011-11-11,0.00,29.4,46.1,62.8,20.4,1.35,16.43
2011-11-12,0.00,32.2,50.8,69.5,17.6,2.48,21.88
2011-11-13,0.00,50.9,62.3,73.7,21.5,9.21,24.75
2011-11-14,0.00,49.8,60.4,71.1,32.4,5.55,20.76
2011-11-15,0.00,35.7,51.0,66.2,32.9,1.51,16.10
2011-11-16,0.00,28.3,46.4,64.6,22.0,1.07,17.47
2011-11-17,0.00,19.3,32.9,46.5,17.4,0.60,7.89
2011-11-18,0.00,21.3,37.7,54.0,21.1,0.71,10.60
2011-11-19,0.00,37.5,54.7,71.9,28.0,2.46,22.07
2011-11-20,0.00,26.7,50.3,74.0,24.4,0.85,25.36
2011-11-21,0.00,25.8,36.7,47.6,24.8,0.34,6.47
2011-11-22,0.27,36.1,40.0,43.9,38.7,0.21,1.57
2011-11-23,0.00,34.1,45.9,57.8,34.8,0.08,9.83
2011-11-24,0.00,36.1,53.0,69.9,33.8,0.78,19.53
2011-11-25,0.00,37.9,54.3,70.7,34.8,1.62,19.83
2011-11-26,0.09,37.6,50.8,64.1,43.1,0.01,11.78
2011-11-27,0.00,25.1,35.4,45.7,17.0,1.79,7.17
2011-11-28,0.00,24.4,38.0,51.5,12.0,1.68,10.94
2011-11-29,0.00,31.7,50.4,69.2,21.0,2.23,19.94
2011-11-30,0.00,26.7,38.1,49.5,25.9,0.75,7.29
2011-12-01,0.00,29.4,47.4,65.3,24.8,1.07,17.06
2011-12-02,0.00,20.5,30.1,39.7,24.4,0.00,3.36
2011-12-03,0.38,24.4,29.2,33.9,25.6,0.04,2.29
2011-12-04,0.00,19.3,29.7,40.0,26.7,0.03,2.25
2011-12-05,0.00,19.1,27.6,36.2,23.7,0.20,2.73
2011-12-06,0.14,3.9,13.3,22.6,11.7,0.16,0.79
2011-12-07,0.00,3.2,12.2,21.2,7.8,0.19,1.30
2011-12-08,0.00,15.3,30.8,46.3,21.0,0.52,6.44
2011-12-09,0.00,23.3,33.3,43.2,26.3,0.15,4.31
2011-12-10,0.00,22.5,26.4,30.3,25.2,0.00,0.81
2011-12-11,0.00,24.7,30.5,36.3,29.2,0.03,1.55
2011-12-12,0.00,31.7,36.8,41.8,35.6,0.00,1.82
2011-12-13,0.00,38.1,43.4,48.7,40.2,0.02,3.05
2011-12-14,0.08,38.5,42.5,46.6,42.1,0.00,0.49
2011-12-15,0.00,27.3,41.6,55.8,34.9,0.00,9.16
2011-12-16,0.00,24.8,35.6,46.3,26.7,0.30,5.82
2011-12-17,0.00,25.0,37.0,49.0,26.5,0.35,6.71
2011-12-18,0.00,26.3,40.7,55.2,32.0,0.29,8.41
2011-12-19,0.11,41.9,49.9,57.9,41.2,0.26,7.28
2011-12-20,0.85,23.6,35.6,47.5,35.4,0.02,0.88
2011-12-21,0.00,21.3,26.0,30.7,23.1,0.19,1.11
2011-12-22,0.00,23.2,33.2,43.2,26.9,0.32,3.41
2011-12-23,0.00,14.0,21.9,29.8,21.7,0.03,0.96
2011-12-24,0.00,13.4,23.7,34.0,16.0,0.28,3.59
2011-12-25,0.00,21.3,31.0,40.6,19.4,0.57,5.52
2011-12-26,0.07,24.8,27.9,31.1,24.4,0.18,1.75
2011-12-27,0.00,22.4,30.4,38.5,24.5,0.31,2.87
2011-12-28,0.00,22.7,34.9,47.0,24.3,0.55,6.33
2011-12-29,0.00,24.3,37.7,51.1,26.6,0.49,7.76
2011-12-30,0.00,30.3,47.7,65.2,31.5,0.98,15.26
2011-12-31,0.00,31.8,44.5,57.3,27.8,1.09,11.78
2012-01-01,0.00,23.8,46.2,68.6,25.2,0.63,19.53
2012-01-02,0.00,22.9,38.8,54.6,18.6,0.69,11.56
2012-01-03,0.00,23.6,36.0,48.5,20.9,0.73,7.56
2012-01-04,0.00,31.0,49.8,68.5,25.6,1.74,19.55
2012-01-05,0.00,28.2,41.1,54.1,23.7,1.19,10.09
2012-01-06,0.00,29.4,48.1,66.9,22.4,1.51,19.03
2012-01-07,0.00,22.9,41.7,60.4,25.6,0.36,12.99
2012-01-08,0.00,20.8,36.4,51.9,19.2,0.29,9.95
2012-01-09,0.00,19.2,31.9,44.5,22.5,0.05,5.76
2012-01-10,0.00,19.8,33.4,47.0,21.2,0.17,7.31
2012-01-11,0.00,23.7,40.2,56.6,25.4,0.64,10.36
2012-01-12,0.00,13.8,27.5,41.2,19.9,0.66,3.33
2012-01-13,0.00,15.4,28.6,41.8,7.0,1.02,7.22
2012-01-14,0.00,19.2,36.7,54.2,8.7,1.09,12.51
2012-01-15,0.00,24.3,41.2,58.2,11.5,1.86,14.16
2012-01-16,0.00,32.4,50.3,68.2,17.7,3.60,21.33
2012-01-17,0.00,19.6,44.7,69.7,29.4,0.37,18.64
2012-01-18,0.00,17.7,27.3,36.8,10.9,0.55,5.20
2012-01-19,0.00,22.4,41.3,60.2,19.4,1.23,14.39
2012-01-20,0.00,31.7,48.4,65.1,23.4,1.50,17.35
2012-01-21,0.00,17.3,41.8,66.3,22.7,0.38,17.41
2012-01-22,0.00,17.2,39.9,62.7,22.3,0.48,14.92
2012-01-23,0.00,21.8,41.4,61.0,25.5,0.45,14.42
2012-01-24,0.00,21.9,41.0,60.2,20.9,0.70,14.64
2012-01-25,0.27,28.3,42.7,57.0,31.6,0.39,9.88
2012-01-26,0.00,27.6,39.1,50.7,23.3,0.67,8.49
2012-01-27,0.00,29.9,43.7,57.5,23.8,1.41,12.28
2012-01-28,0.00,21.1,38.5,56.0,22.8,0.85,10.22
2012-01-29,0.00,20.8,35.4,50.0,15.2,1.02,9.24
2012-01-30,0.00,23.3,42.7,62.1,15.1,1.32,16.69
2012-01-31,0.00,31.9,51.4,71.0,16.4,2.52,23.66
2012-02-01,0.00,31.3,45.5,59.8,17.5,2.37,14.44
2012-02-02,0.00,29.1,45.3,61.5,21.2,1.29,14.98
2012-02-03,0.35,32.0,43.2,54.5,40.5,0.00,5.64
2012-02-04,0.00,30.2,35.5,40.7,33.2,0.14,1.98
2012-02-05,0.00,19.7,30.4,41.2,25.9,0.01,3.39
2012-02-06,0.00,20.8,31.1,41.5,18.8,0.31,5.83
2012-02-07,0.03,25.8,39.0,52.2,22.5,0.50,9.68
2012-02-08,0.05,14.0,22.7,31.4,22.5,0.07,1.34
2012-02-09,0.00,14.5,29.5,44.5,23.2,0.19,5.44
2012-02-10,0.03,23.1,28.4,33.7,28.2,0.04,1.22
2012-02-11,0.00,14.6,30.1,45.5,22.0,0.12,5.91
2012-02-12,0.00,14.3,20.4,26.5,10.3,0.42,2.38
2012-02-13,0.18,16.2,21.4,26.7,17.9,0.11,1.27
2012-02-14,0.00,25.4,39.3,53.2,30.1,0.07,7.16
2012-02-15,0.00,28.9,46.3,63.8,31.3,0.51,14.89
2012-02-16,0.00,21.2,34.8,48.4,28.0,0.00,6.27
2012-02-17,0.00,22.5,37.4,52.4,29.1,0.14,8.46
2012-02-18,0.13,27.6,39.6,51.6,37.4,0.00,5.61
2012-02-19,0.07,29.5,33.2,36.9,33.1,0.00,0.53
2012-02-20,0.00,35.5,42.8,50.1,37.7,0.26,4.40
2012-02-21,0.00,24.5,37.8,51.1,17.9,0.88,10.48
2012-02-22,0.00,25.8,45.0,64.1,13.8,1.57,18.18
2012-02-23,0.00,36.5,55.2,73.9,22.4,3.66,24.83
2012-02-24,0.00,20.7,38.8,56.9,19.8,0.89,10.88
2012-02-25,0.00,20.5,35.9,51.3,9.4,0.82,11.07
2012-02-26,0.00,29.3,45.8,62.3,17.8,2.67,16.43
2012-02-27,0.00,32.7,47.2,61.6,14.7,2.41,15.32
2012-02-28,0.07,40.0,45.2,50.4,34.1,0.03,7.13
2012-02-29,0.00,32.7,53.0,73.2,25.0,0.10,24.75
2012-03-01,0.00,32.6,49.5,66.5,11.6,3.06,19.76
2012-03-02,0.00,29.0,51.0,73.1,10.2,1.69,25.87
2012-03-03,0.00,21.6,35.7,49.9,19.6,0.39,9.13
2012-03-04,0.00,22.5,36.7,51.0,8.8,1.03,11.04
2012-03-05,0.00,28.7,47.6,66.5,17.5,2.71,18.57
2012-03-06,0.00,35.3,55.0,74.8,18.6,3.37,26.73
2012-03-07,0.00,43.7,62.3,80.9,33.7,2.24,32.47
2012-03-08,0.00,36.4,56.8,77.2,31.3,1.48,28.81
2012-03-09,0.00,32.7,39.4,46.0,17.3,2.10,7.86
2012-03-10,0.00,35.0,44.6,54.2,12.4,2.52,12.70
2012-03-11,0.26,34.5,38.3,42.1,35.8,0.04,3.24
2012-03-12,0.00,33.3,48.7,64.1,32.1,0.10,14.59
2012-03-13,0.00,38.5,58.1,77.8,20.3,3.64,29.68
2012-03-14,0.00,38.0,60.4,82.7,26.0,1.30,36.29
2012-03-15,0.00,45.0,63.8,82.6,42.1,0.71,32.64
2012-03-16,0.00,42.1,62.8,83.4,31.6,1.31,36.34
2012-03-17,0.00,47.7,66.3,84.8,40.6,0.74,37.63
2012-03-18,0.00,53.7,69.2,84.7,41.9,0.57,37.09
2012-03-19,0.54,48.2,64.5,80.8,42.4,0.88,30.69
2012-03-20,0.00,27.5,42.3,57.2,29.7,0.61,11.55
2012-03-21,0.14,27.5,40.8,54.1,29.2,0.17,10.69
2012-03-22,0.72,37.6,42.5,47.4,37.7,0.16,3.45
2012-03-23,0.00,36.9,45.8,54.7,38.0,0.26,7.05
2012-03-24,0.00,38.2,55.6,73.0,39.6,0.68,20.34
2012-03-25,0.00,43.7,63.4,83.1,44.9,0.62,30.86
2012-03-26,0.00,50.9,67.9,84.9,46.5,0.40,32.97
2012-03-27,0.00,51.2,65.3,79.5,46.7,1.21,25.04
2012-03-28,0.00,47.2,66.3,85.5,33.8,0.91,38.70
2012-03-29,0.00,45.4,65.9,86.4,38.4,1.60,38.88
2012-03-30,0.00,51.3,69.0,86.7,38.0,0.82,40.08
2012-03-31,0.00,48.7,63.5,78.3,49.8,0.46,22.37
2012-04-01,0.00,48.7,68.5,88.3,42.9,0.55,39.15
2012-04-02,0.00,49.3,70.1,90.9,20.6,6.23,46.64
2012-04-03,0.00,44.9,62.3,79.8,25.9,2.10,30.53
2012-04-04,0.05,34.4,46.0,57.6,39.1,0.46,7.34
2012-04-05,0.00,35.5,48.2,60.9,36.9,0.33,10.77
2012-04-06,0.00,36.6,54.2,71.7,43.8,0.27,17.74
2012-04-07,0.36,48.2,62.1,76.0,50.0,0.35,18.97
2012-04-08,0.00,40.8,53.3,65.7,31.4,1.15,16.82
2012-04-09,0.00,44.3,58.5,72.7,43.3,0.51,18.86
2012-04-10,0.18,49.0,64.7,80.4,49.9,0.32,26.00
2012-04-11,0.01,49.3,65.1,80.9,52.1,0.21,25.06
2012-04-12,0.23,52.8,64.2,75.6,53.8,0.27,16.67
2012-04-13,0.00,45.9,62.9,79.8,44.6,0.24,26.96
2012-04-14,0.00,46.9,62.6,78.3,36.3,1.39,29.54
2012-04-15,0.00,42.4,63.6,84.8,32.1,1.61,36.20
2012-04-16,0.05,38.4,51.2,63.9,31.3,1.12,15.05
2012-04-17,0.13,39.0,53.4,67.8,39.2,0.42,16.31
2012-04-18,0.00,41.7,59.4,77.0,37.5,0.55,25.72
2012-04-19,0.00,49.2,67.3,85.4,34.9,4.32,37.52
2012-04-20,0.07,44.8,59.7,74.7,42.4,0.77,20.57
2012-04-21,0.00,41.8,55.4,69.0,37.5,0.93,17.81
2012-04-22,0.00,43.9,63.5,83.1,37.9,1.97,32.38
2012-04-23,0.00,46.0,60.1,74.2,37.9,2.57,21.02
2012-04-24,0.00,47.6,63.6,79.7,38.0,3.09,26.98
2012-04-25,0.00,54.3,74.6,94.9,34.2,6.80,51.10
2012-04-26,0.00,58.8,78.6,98.4,34.7,5.27,58.05
2012-04-27,0.37,54.8,71.4,88.0,55.9,1.01,30.95
2012-04-28,0.00,48.5,67.0,85.5,33.8,3.08,36.10
2012-04-29,1.32,49.6,61.5,73.3,39.5,1.20,20.84
2012-04-30,0.11,51.6,64.7,77.7,52.2,0.47,20.50
2012-05-01,0.01,53.8,67.0,80.1,56.1,0.46,20.71
2012-05-02,0.00,56.4,74.6,92.9,40.1,1.16,48.03
2012-05-03,0.00,52.7,73.1,93.5,33.0,2.91,49.95
2012-05-04,0.00,53.5,73.8,94.2,30.6,6.91,50.31
2012-05-05,0.00,52.5,73.8,95.0,26.4,6.47,52.39
2012-05-06,0.00,54.5,76.2,97.8,23.0,7.12,57.90
2012-05-07,0.00,53.4,60.7,67.9,51.0,2.75,10.25
2012-05-08,0.00,51.3,57.8,64.2,38.2,4.21,12.26
2012-05-09,0.00,43.6,54.7,65.7,36.0,2.52,14.18
2012-05-10,0.00,44.2,61.4,78.5,34.6,2.71,27.34
2012-05-11,0.00,51.3,64.2,77.2,45.3,1.34,23.71
2012-05-12,0.56,42.8,51.9,61.0,49.1,0.09,6.12
2012-05-13,0.00,44.1,54.3,64.5,46.3,0.40,10.16
2012-05-14,0.37,44.8,56.8,68.9,50.3,0.00,12.27
2012-05-15,0.32,49.4,59.0,68.6,49.2,0.75,12.20
2012-05-16,0.00,48.6,64.9,81.3,42.5,1.57,29.36
2012-05-17,0.00,50.7,68.5,86.3,39.1,2.69,36.49
2012-05-18,0.00,56.1,72.4,88.8,37.6,5.04,40.21
2012-05-19,0.00,59.3,77.5,95.8,45.3,4.88,52.34
2012-05-20,0.00,56.0,73.2,90.4,41.2,4.06,43.38
2012-05-21,0.00,53.7,62.3,71.0,52.5,0.39,11.66
2012-05-22,0.16,57.3,69.3,81.4,54.5,1.11,23.02
2012-05-23,0.00,57.9,74.7,91.5,52.0,2.02,38.91
2012-05-24,0.00,55.9,78.2,100.5,31.6,4.97,63.26
2012-05-25,0.00,56.2,73.7,91.3,42.8,4.80,43.21
2012-05-26,0.00,67.7,84.4,101.1,44.5,8.38,63.11
2012-05-27,0.00,65.9,80.2,94.5,53.0,6.67,44.14
2012-05-28,0.00,50.0,73.9,97.8,34.4,6.34,58.08
2012-05-29,0.00,51.7,71.2,90.7,29.2,3.26,46.41
2012-05-30,0.00,57.6,75.7,93.8,35.0,3.07,50.14
2012-05-31,0.00,57.1,75.0,92.9,50.5,1.94,43.34
2012-06-01,0.00,55.8,67.7,79.7,45.3,3.48,25.64
2012-06-02,0.21,57.4,74.8,92.1,53.1,2.63,37.90
2012-06-03,0.01,60.2,77.6,95.0,53.0,2.90,45.53
2012-06-04,0.00,61.3,79.1,96.9,54.9,2.61,47.39
2012-06-05,0.00,61.0,77.3,93.5,56.5,1.23,41.65
2012-06-06,0.12,60.1,70.4,80.6,60.0,0.34,20.34
2012-06-07,0.00,61.0,73.1,85.2,61.2,0.24,26.67
2012-06-08,0.00,59.2,68.1,77.1,60.7,0.04,13.91
2012-06-09,0.00,59.3,70.3,81.3,59.8,0.32,19.15
2012-06-10,0.00,61.8,78.3,94.7,54.8,1.91,47.45
2012-06-11,0.00,60.5,79.4,98.2,42.8,4.19,56.31
2012-06-12,0.02,61.2,75.1,89.0,42.1,5.39,39.85
2012-06-13,1.78,57.2,70.4,83.7,55.9,0.32,25.84
2012-06-14,0.00,59.6,73.0,86.5,62.6,0.49,25.52
2012-06-15,0.00,62.0,78.3,94.7,57.2,1.49,39.71
2012-06-16,0.01,61.6,75.1,88.7,56.6,2.99,31.20
2012-06-17,0.01,61.3,75.2,89.1,56.3,2.37,32.81
2012-06-18,0.00,62.4,76.8,91.1,57.9,2.76,35.28
2012-06-19,0.00,66.9,82.1,97.3,57.1,5.13,47.45
2012-06-20,0.00,68.1,81.0,93.8,60.0,4.16,37.61
2012-06-21,0.00,65.7,78.5,91.3,61.4,3.05,33.30
2012-06-22,0.00,65.0,73.7,82.4,60.9,1.13,20.26
2012-06-23,0.00,67.1,80.8,94.5,58.9,1.86,40.18
2012-06-24,0.00,61.8,80.1,98.4,49.7,5.51,51.70
2012-06-25,0.00,62.0,81.2,100.4,47.1,6.06,57.86
2012-06-26,0.00,66.5,85.2,104.0,43.3,9.92,67.41
2012-06-27,0.00,67.6,86.9,106.2,39.1,12.01,73.81
2012-06-28,0.00,68.0,87.2,106.5,45.5,9.13,72.93
2012-06-29,0.00,69.0,86.9,104.8,48.4,9.97,66.72
2012-06-30,0.00,65.0,84.0,103.1,49.5,6.82,61.71
2012-07-01,0.03,67.5,84.9,102.4,51.5,5.69,60.10
2012-07-02,0.00,66.6,81.1,95.6,55.7,5.79,43.73
2012-07-03,0.00,67.6,81.2,94.8,56.8,5.68,41.45
2012-07-04,0.00,67.8,81.1,94.5,58.2,5.74,39.65
2012-07-05,0.00,67.6,82.7,97.9,57.6,5.83,46.21
2012-07-06,0.00,64.7,81.3,97.8,54.6,5.34,48.49
2012-07-07,0.00,64.8,81.2,97.6,52.0,5.55,48.82
2012-07-08,0.04,66.4,81.9,97.5,53.2,5.55,49.30
2012-07-09,0.16,65.2,81.0,96.7,58.5,1.32,46.52
2012-07-10,0.13,66.1,74.1,82.1,63.4,0.89,19.44
2012-07-11,0.00,65.0,72.6,80.2,62.7,1.55,16.41
2012-07-12,0.00,61.8,76.2,90.5,54.2,2.53,36.65
2012-07-13,0.00,63.6,79.1,94.5,51.7,5.10,44.46
2012-07-14,0.00,64.2,81.5,98.8,51.4,5.39,52.27
2012-07-15,0.00,66.8,83.0,99.2,51.7,7.80,53.05
2012-07-16,0.02,64.8,78.9,92.9,55.0,4.22,40.45
2012-07-17,0.00,64.3,81.4,98.6,54.6,4.43,50.98
2012-07-18,0.00,64.2,81.8,99.5,53.0,4.78,52.68
2012-07-19,0.00,67.3,83.7,100.1,52.7,8.31,53.53
2012-07-20,0.00,67.6,84.1,100.5,51.2,9.11,54.93
2012-07-21,0.00,68.0,84.5,100.9,51.9,9.01,56.00
2012-07-22,0.00,67.0,85.4,103.7,46.9,10.70,63.54
2012-07-23,0.00,67.1,83.4,99.7,50.0,7.52,56.00
2012-07-24,0.00,72.0,87.8,103.7,53.1,9.70,63.08
2012-07-25,0.02,70.1,83.1,96.0,55.2,7.32,44.62
2012-07-26,0.02,66.5,84.4,102.3,55.5,3.23,58.02
2012-07-27,0.56,64.6,81.0,97.4,59.1,2.92,46.84
2012-07-28,0.00,65.5,81.4,97.2,58.5,3.22,45.81
2012-07-29,0.00,67.1,82.6,98.2,55.5,5.79,47.88
2012-07-30,0.00,67.7,85.2,102.7,47.4,10.84,62.06
2012-07-31,0.00,67.6,86.0,104.4,45.8,10.75,65.27
2012-08-01,0.00,67.5,85.8,104.2,46.8,10.22,64.73
2012-08-02,0.00,70.7,88.7,106.7,44.3,14.13,71.48
2012-08-03,0.00,71.3,89.1,106.9,49.5,10.75,69.95
2012-08-04,0.00,70.1,89.3,108.4,49.9,9.58,75.08
2012-08-05,0.04,64.2,80.4,96.6,55.9,3.24,44.44
2012-08-06,0.00,64.2,78.7,93.3,58.3,3.01,38.05
2012-08-07,0.02,67.7,85.5,103.3,54.2,6.66,59.95
2012-08-08,1.30,65.2,84.6,103.9,55.5,1.93,62.96
2012-08-09,0.00,65.2,79.3,93.3,58.2,3.01,38.42
2012-08-10,0.00,61.5,80.0,98.5,49.5,5.64,52.98
2012-08-11,0.00,60.9,77.0,93.0,47.4,5.43,42.62
2012-08-12,0.00,65.9,83.6,101.4,45.3,9.82,59.20
2012-08-13,0.00,61.8,77.3,92.7,46.1,7.72,43.46
2012-08-14,0.04,61.6,79.6,97.7,47.0,4.02,53.38
2012-08-15,0.00,62.9,80.6,98.4,58.4,1.49,49.73
2012-08-16,0.01,59.7,78.1,96.6,57.8,0.69,46.02
2012-08-17,0.00,59.0,72.2,85.3,52.7,4.24,27.42
2012-08-18,0.00,58.9,74.3,89.8,53.3,4.31,33.45
2012-08-19,0.00,61.4,75.2,89.0,57.1,2.28,31.98
2012-08-20,0.00,59.1,72.5,85.9,43.9,4.28,32.87
2012-08-21,0.90,59.5,75.3,91.1,53.2,0.92,38.37
2012-08-22,0.00,60.0,67.5,75.0,60.5,0.30,11.70
2012-08-23,0.00,61.9,70.4,79.0,61.9,0.82,14.43
2012-08-24,0.00,64.7,76.0,87.3,61.7,1.73,26.01
2012-08-25,0.39,63.2,78.6,93.9,59.5,1.15,42.17
2012-08-26,0.00,61.9,75.0,88.0,61.5,0.60,28.85
2012-08-27,0.00,61.6,74.9,88.3,60.4,0.36,30.21
2012-08-28,0.00,60.2,75.1,90.0,54.2,1.00,36.74
2012-08-29,0.00,57.3,74.2,91.1,42.5,4.63,43.56
2012-08-30,0.00,56.8,72.5,88.2,42.0,5.72,37.99
2012-08-31,0.00,57.1,74.7,92.3,40.1,6.10,45.06
2012-09-01,0.00,58.3,75.3,92.2,39.9,6.75,45.09
2012-09-02,0.00,59.0,77.5,96.0,43.7,6.41,50.61
2012-09-03,0.00,66.1,82.7,99.4,51.4,7.97,53.89
2012-09-04,0.00,66.1,82.4,98.8,53.8,6.73,51.63
2012-09-05,0.00,65.1,82.7,100.2,57.0,2.90,53.35
2012-09-06,0.39,61.1,79.1,97.1,60.9,0.28,44.58
2012-09-07,0.22,61.4,76.7,92.1,61.7,0.42,34.36
2012-09-08,0.00,54.1,68.6,83.2,52.3,2.01,22.68
2012-09-09,0.00,52.6,65.5,78.4,42.0,2.50,26.33
2012-09-10,0.00,50.9,68.7,86.5,38.7,3.15,36.75
2012-09-11,0.00,52.1,70.5,89.0,40.8,3.97,37.45
2012-09-12,0.00,60.5,77.9,95.4,42.5,8.77,48.24
2012-09-13,0.19,51.2,68.6,85.9,50.6,0.35,31.22
2012-09-14,0.40,46.3,51.7,57.1,49.0,0.21,3.69
2012-09-15,0.00,45.9,56.1,66.4,43.6,0.72,14.64
2012-09-16,0.00,45.4,59.4,73.4,44.3,0.73,20.21
2012-09-17,0.00,45.1,63.3,81.6,45.3,0.25,29.69
2012-09-18,0.00,45.7,60.5,75.3,46.1,0.31,19.98
2012-09-19,0.00,45.1,61.8,78.6,43.4,0.47,25.20
2012-09-20,0.00,50.7,71.0,91.3,46.0,1.31,42.41
2012-09-21,0.00,51.5,71.4,91.3,44.6,2.06,42.35
2012-09-22,0.00,52.3,71.6,90.8,45.6,2.62,41.17
2012-09-23,0.00,50.8,71.3,91.7,41.9,3.32,43.13
2012-09-24,0.00,50.5,71.8,93.1,38.2,4.23,47.55
2012-09-25,0.00,60.5,73.2,85.9,43.6,7.21,34.38
2012-09-26,0.00,59.9,73.3,86.7,41.7,5.90,35.95
2012-09-27,0.24,57.7,71.1,84.6,52.4,1.02,29.29
2012-09-28,1.05,54.3,63.9,73.6,58.5,0.00,12.47
2012-09-29,0.13,56.4,63.5,70.5,59.5,0.00,8.43
2012-09-30,0.01,52.2,58.2,64.1,57.0,0.02,2.98
2012-10-01,0.11,51.8,62.5,73.2,53.9,0.01,14.62
2012-10-02,0.05,47.2,58.9,70.7,48.0,1.26,14.28
2012-10-03,0.00,44.3,60.0,75.7,45.8,0.79,20.40
2012-10-04,0.00,49.0,67.7,86.5,49.5,1.66,31.83
2012-10-05,0.00,43.3,51.8,60.4,37.4,1.62,10.49
2012-10-06,0.00,40.3,50.5,60.7,35.9,1.76,9.97
2012-10-07,0.00,34.9,39.2,43.6,29.6,1.08,4.50
2012-10-08,0.00,31.5,39.2,46.8,30.5,0.43,5.09
2012-10-09,0.00,31.8,50.3,68.7,37.4,0.63,16.69
2012-10-10,0.00,37.0,59.7,82.4,34.5,0.71,33.70
2012-10-11,0.00,37.0,51.3,65.6,41.6,0.59,13.32
2012-10-12,0.00,50.0,64.2,78.5,56.7,0.67,17.72
2012-10-13,0.05,46.7,59.1,71.4,53.8,0.54,10.20
2012-10-14,0.00,47.4,61.4,75.4,40.0,0.94,25.09
2012-10-15,0.00,46.4,60.4,74.4,39.1,2.36,21.77
2012-10-16,0.00,48.8,65.3,81.8,38.7,3.12,30.46
2012-10-17,0.00,47.3,64.3,81.3,35.3,2.37,29.57
2012-10-18,0.00,36.1,52.1,68.2,28.1,2.40,18.39
2012-10-19,0.00,34.8,50.5,66.1,24.2,1.98,17.71
2012-10-20,0.00,37.2,57.4,77.5,33.2,1.95,26.04
2012-10-21,0.00,47.2,65.8,84.3,31.8,4.66,35.07
2012-10-22,0.00,50.4,69.5,88.6,33.2,5.79,40.59
2012-10-23,0.00,49.8,67.3,84.8,40.0,3.27,34.99
2012-10-24,0.00,49.6,70.0,90.5,39.7,2.12,43.44
2012-10-25,0.00,41.3,64.0,86.6,52.3,0.86,32.49
2012-10-26,0.00,28.1,39.1,50.2,29.4,0.68,6.72
2012-10-27,0.00,22.3,34.8,47.3,22.2,0.55,7.17
2012-10-28,0.00,22.3,39.7,57.1,21.8,0.56,12.10
2012-10-29,0.00,30.9,48.0,65.0,23.6,1.71,17.46
2012-10-30,0.00,33.5,52.2,70.8,31.2,1.46,19.71
2012-10-31,0.00,35.1,54.4,73.7,31.5,1.23,22.61
2012-11-01,0.00,38.2,58.6,79.1,31.4,2.02,28.38
2012-11-02,0.00,46.6,64.6,82.6,29.7,4.98,33.60
2012-11-03,0.00,36.5,59.6,82.7,29.5,1.04,34.93
2012-11-04,0.00,34.6,49.1,63.7,31.8,1.07,14.39
2012-11-05,0.00,33.8,53.3,72.8,33.4,1.04,20.89
2012-11-06,0.00,38.4,52.7,67.0,30.4,2.42,16.78
2012-11-07,0.00,40.0,56.7,73.5,31.8,2.48,21.95
2012-11-08,0.00,39.7,59.7,79.8,34.0,2.16,28.93
2012-11-09,0.00,45.3,64.1,82.8,29.3,4.06,34.89
2012-11-10,0.00,51.0,65.2,79.4,38.1,2.37,28.63
2012-11-11,0.00,35.9,56.5,77.2,34.6,1.04,25.18
2012-11-12,0.00,19.8,32.6,45.4,18.1,0.73,6.82
2012-11-13,0.00,22.5,37.3,52.2,9.9,1.14,11.64
2012-11-14,0.00,24.5,41.2,57.9,16.1,1.58,13.17
2012-11-15,0.00,27.4,46.9,66.5,17.3,2.09,19.40
2012-11-16,0.00,30.4,45.5,60.6,21.2,1.59,14.25
2012-11-17,0.00,27.9,44.6,61.2,34.1,0.58,11.44
2012-11-18,0.00,37.6,50.9,64.2,39.5,0.58,11.85
